host,hostName,hostListingCount,boroughCount,boroughs
24947271,VV Properties,5,4,"Kensington_and_Chelsea, Hammersmith_and_Fulham, Westminster, Barnet"
249697480,Najoua,19,4,"Islington, Tower_Hamlets, Hackney, Haringey"
25110951,Sverrir & Vesta,17,4,"Hammersmith_and_Fulham, Westminster, Kensington_and_Chelsea, Merton"
251165157,Stay,7,4,"Westminster, Hammersmith_and_Fulham, Hackney, Camden"
251485737,Peymans,21,4,"Westminster, Hillingdon, Ealing, Kensington_and_Chelsea"
251773669,Andrea,4,4,"Hammersmith_and_Fulham, Wandsworth, Westminster, Kensington_and_Chelsea"
25357561,Madeline,29,4,"Camden, Islington, Tower_Hamlets, City_of_London"
254057394,India,4,4,"Westminster, Kensington_and_Chelsea, Camden, Southwark"
25464871,Marcus + Joanna,7,4,"Westminster, Hammersmith_and_Fulham, Lambeth, Kensington_and_Chelsea"
255384070,Igors,5,4,"Greenwich, Southwark, Hackney, Islington"
258154594,Atanas,8,4,"Tower_Hamlets, Islington, Kensington_and_Chelsea, Hackney"
26528019,Sara,12,4,"Kensington_and_Chelsea, Islington, Camden, Tower_Hamlets"
268820851,Safiye,8,4,"Camden, Tower_Hamlets, Haringey, Enfield"
30961115,Timothy,42,4,"Kensington_and_Chelsea, Westminster, Camden, Hammersmith_and_Fulham"
3109728,Bart,18,4,"Camden, Islington, Westminster, Tower_Hamlets"
32674548,Massimo,6,4,"Hammersmith_and_Fulham, Kensington_and_Chelsea, Westminster, Camden"
33420433,Emilia,10,4,"Westminster, City_of_London, Tower_Hamlets, Camden"
33433857,Riccardo,8,4,"City_of_London, Lambeth, Camden, Tower_Hamlets"
37056489,Will,18,4,"Hammersmith_and_Fulham, Southwark, Kensington_and_Chelsea, Westminster"
39225820,Francesco,12,4,"Westminster, Camden, Lambeth, Tower_Hamlets"
42150975,Sanjay,17,4,"Newham, Brent, Tower_Hamlets, Waltham_Forest"
42302635,JackMig & Will Airrooms,18,4,"Islington, Tower_Hamlets, Camden, Kensington_and_Chelsea"
43181771,Hayley & Marco,10,4,"Southwark, Hammersmith_and_Fulham, Barnet, Kensington_and_Chelsea"
43935156,Angela,40,4,"Islington, City_of_London, Westminster, Camden"
441494,Fernando,5,4,"Westminster, Tower_Hamlets, Kensington_and_Chelsea, Southwark"
44679311,Mehdi,65,4,"Westminster, Lambeth, Kensington_and_Chelsea, Barnet"
45990563,Alejandra,6,4,"Westminster, Hackney, Camden, Islington"
467757,James,11,4,"Kensington_and_Chelsea, Islington, Camden, Westminster"
47609036,Ben,18,4,"Islington, Tower_Hamlets, Camden, City_of_London"
48165024,William Hemming Associates Ltd,164,4,"Kensington_and_Chelsea, Westminster, Barnet, Brent"
48571576,Chris,26,4,"Camden, Westminster, Brent, Enfield"
49851295,SunnyBay,17,4,"Merton, Wandsworth, Kensington_and_Chelsea, Hammersmith_and_Fulham"
49992531,Bill,10,4,"Kensington_and_Chelsea, Hammersmith_and_Fulham, Richmond_upon_Thames, Camden"
50106435,Assaf And Kim,7,4,"Westminster, Kensington_and_Chelsea, Camden, Islington"
5447640,David & Deborah,4,4,"Camden, Islington, Kensington_and_Chelsea, Wandsworth"
59317364,Emma,6,4,"Kensington_and_Chelsea, Camden, Wandsworth, Westminster"
59632742,Damian,14,4,"Hounslow, Richmond_upon_Thames, Lewisham, Southwark"
63293666,Atanas,37,4,"Westminster, Kensington_and_Chelsea, Southwark, Lewisham"
79001096,Sisi,4,4,"Ealing, Westminster, Tower_Hamlets, Hammersmith_and_Fulham"
79087724,Anna,7,4,"Tower_Hamlets, Lewisham, Greenwich, Bromley"
81257959,Easy,25,4,"Kensington_and_Chelsea, Hammersmith_and_Fulham, Westminster, Tower_Hamlets"
8368940,Dilek,6,4,"Waltham_Forest, Camden, Hackney, Islington"
83740964,Ali,102,4,"Westminster, Camden, Kensington_and_Chelsea, Ealing"
83933819,Lydia,9,4,"Southwark, Westminster, Lambeth, Tower_Hamlets"
86055398,Verena & Paul,6,4,"Westminster, Kensington_and_Chelsea, Lambeth, Camden"
871053,Doreen &  Nichola,5,4,"Lambeth, Wandsworth, Merton, Croydon"
87794098,Sam And Chris,5,4,"Hackney, Islington, Camden, Brent"
90430288,Ema & Simon,7,4,"Westminster, Hammersmith_and_Fulham, Tower_Hamlets, Kensington_and_Chelsea"
9066630,Toby,38,4,"City_of_London, Camden, Westminster, Lambeth"
94250766,Galina,54,4,"Westminster, Lambeth, Kensington_and_Chelsea, Hammersmith_and_Fulham"
96333789,Sam,7,4,"Hackney, Islington, Brent, Camden"
96706502,Anna,8,4,"Westminster, Camden, Newham, Barnet"
97206133,An,40,4,"Kensington_and_Chelsea, Westminster, Ealing, Camden"
99728490,Anna,7,4,"Ealing, Tower_Hamlets, Southwark, Richmond_upon_Thames"
1016331,Kyle,8,3,"Hackney, Camden, Islington"
104507582,Donna,9,3,"Hammersmith_and_Fulham, Ealing, Westminster"
105125907,Sam And Hanna,5,3,"City_of_London, Hackney, Camden"
106003879,Judith,4,3,"Islington, Brent, Camden"
108184637,Ayman,12,3,"Croydon, Lambeth, Wandsworth"
109385731,Federico,11,3,"Tower_Hamlets, Camden, Kensington_and_Chelsea"
1095316,Sammy,6,3,"Camden, Westminster, Kensington_and_Chelsea"
109778834,Adri,23,3,"Brent, Ealing, Hammersmith_and_Fulham"
109942732,Michael & Joseph,5,3,"Camden, Lambeth, Westminster"
110181866,Tricia,4,3,"Westminster, Greenwich, Southwark"
110250725,Christina,36,3,"Westminster, Kensington_and_Chelsea, Camden"
111121666,Rufus,4,3,"Westminster, Islington, Kensington_and_Chelsea"
11131496,H House Property,12,3,"Westminster, Kensington_and_Chelsea, Camden"
112066727,Janylsyn,6,3,"Camden, Hounslow, Ealing"
112509686,Ivan & Family,26,3,"Camden, Kensington_and_Chelsea, Islington"
113385378,Amjid,3,3,"Camden, Hammersmith_and_Fulham, Brent"
11621858,Smitty And Mel,4,3,"Camden, City_of_London, Hammersmith_and_Fulham"
117626913,Glenn,9,3,"Merton, Westminster, Camden"
117759084,Kalin,7,3,"Hammersmith_and_Fulham, Kensington_and_Chelsea, Wandsworth"
117918911,John,3,3,"Camden, Hackney, Westminster"
118849090,Peter,13,3,"Westminster, Camden, Southwark"
120045094,Sam N Martha,4,3,"Hackney, Brent, Camden"
122109164,Birute,9,3,"Tower_Hamlets, Islington, Hackney"
122573468,Moe,15,3,"Westminster, Hammersmith_and_Fulham, Kensington_and_Chelsea"
122820136,"Sam, Joe",7,3,"City_of_London, Camden, Brent"
122830214,Alisa&Arturs,10,3,"Kensington_and_Chelsea, Westminster, Merton"
124969029,Ben,6,3,"Southwark, Tower_Hamlets, Camden"
1289812,Alisa,6,3,"Brent, Westminster, Kensington_and_Chelsea"
129547997,Harriet,5,3,"Hackney, Islington, Haringey"
12979446,Aaron,3,3,"Tower_Hamlets, Westminster, Camden"
129836997,Lucy & Rico,4,3,"Westminster, Southwark, Kensington_and_Chelsea"
130082169,Cezar,6,3,"Hammersmith_and_Fulham, Westminster, Southwark"
1310077,Elizabeth And Carl,11,3,"Westminster, Kensington_and_Chelsea, Lambeth"
13107990,Judi,4,3,"Hammersmith_and_Fulham, Westminster, Kensington_and_Chelsea"
131923458,Karmal,4,3,"Lambeth, Hammersmith_and_Fulham, Hackney"
132581311,Clémentine,22,3,"Camden, Westminster, Kensington_and_Chelsea"
132788643,Shannon,3,3,"Westminster, Tower_Hamlets, Islington"
133064942,Canguro Properties,10,3,"Kensington_and_Chelsea, Westminster, Camden"
134721761,Sharon,7,3,"Kensington_and_Chelsea, Westminster, Hammersmith_and_Fulham"
13483935,Kamran,6,3,"Tower_Hamlets, Newham, Waltham_Forest"
135336101,Eleanor,13,3,"Hammersmith_and_Fulham, Westminster, Kensington_and_Chelsea"
135543044,Stephen,15,3,"Barnet, Waltham_Forest, Southwark"
13557337,Kindle Assets,93,3,"Tower_Hamlets, Hackney, Newham"
13717578,German,6,3,"Kensington_and_Chelsea, Westminster, Hammersmith_and_Fulham"
13770205,Stephen,19,3,"Tower_Hamlets, Southwark, Wandsworth"
138279907,John,4,3,"Wandsworth, Southwark, Brent"
138878486,Oliver,9,3,"Kensington_and_Chelsea, Westminster, Hammersmith_and_Fulham"
139459869,Carlos,3,3,"Hammersmith_and_Fulham, Ealing, Brent"
139834210,James,4,3,"Camden, Tower_Hamlets, Hammersmith_and_Fulham"
140393195,Carl,21,3,"Merton, Lambeth, Wandsworth"
1408974,Hugh,7,3,"Islington, Tower_Hamlets, Hackney"
141491457,Rick,8,3,"Westminster, Camden, Kensington_and_Chelsea"
144430839,Jeni,7,3,"Hackney, Islington, Haringey"
144730993,Villaalma,16,3,"Camden, Kensington_and_Chelsea, Westminster"
144786680,Eddy,26,3,"Lewisham, Lambeth, Southwark"
144932258,London,5,3,"Hounslow, Hammersmith_and_Fulham, Westminster"
146444615,Luke,10,3,"Camden, Tower_Hamlets, Hackney"
147324789,Maggie And Lawrence,7,3,"Westminster, Islington, Kensington_and_Chelsea"
148063644,Nik,6,3,"Camden, Islington, Kensington_and_Chelsea"
149102176,Karen,16,3,"Islington, Camden, Westminster"
149688008,Duda,19,3,"Lambeth, Hackney, Kensington_and_Chelsea"
150257204,Mem,11,3,"Westminster, Camden, Haringey"
151237787,Emma & Rico,3,3,"Camden, Kensington_and_Chelsea, Southwark"
151302378,Monika,3,3,"Hammersmith_and_Fulham, Camden, Kensington_and_Chelsea"
1517803,Hilmi,24,3,"Hackney, Tower_Hamlets, City_of_London"
152889228,Oya,10,3,"Lambeth, Westminster, Tower_Hamlets"
153138969,Deny,4,3,"Camden, Lambeth, Westminster"
153909397,Elena,10,3,"Kensington_and_Chelsea, Westminster, Camden"
154083860,Andrea,8,3,"Barnet, Haringey, Westminster"
154958846,Qawiyy,10,3,"Newham, Tower_Hamlets, Barking_and_Dagenham"
15686300,Dorelly,4,3,"Hackney, Haringey, Islington"
156956264,Kerry And Joseph,4,3,"Westminster, Kensington_and_Chelsea, Camden"
157184570,Julia,15,3,"Westminster, Kensington_and_Chelsea, Camden"
15733962,Essi,6,3,"Kensington_and_Chelsea, Westminster, Wandsworth"
157426109,David,7,3,"Lewisham, Southwark, Islington"
157954735,Celina,10,3,"Newham, Tower_Hamlets, Southwark"
158032229,Alvaro,9,3,"Westminster, Kensington_and_Chelsea, Islington"
158694308,London Getaway Apartments,9,3,"Westminster, Camden, Kensington_and_Chelsea"
158895056,Sam/Chris,5,3,"Camden, Brent, Tower_Hamlets"
158900512,Sam And Maria,5,3,"Tower_Hamlets, Camden, Brent"
1590736,Candee,3,3,"Lewisham, Southwark, Ealing"
1591664,Boris,21,3,"Tower_Hamlets, Islington, Hackney"
15990831,Sergio,9,3,"Tower_Hamlets, Camden, Newham"
160262873,Zhuoli,3,3,"Westminster, Lambeth, Camden"
1616720,Anna,16,3,"Brent, Camden, Westminster"
162214874,Srl,3,3,"Redbridge, Tower_Hamlets, Newham"
162551355,Chris,4,3,"Kensington_and_Chelsea, Hammersmith_and_Fulham, Wandsworth"
162670539,Sabiha,20,3,"Tower_Hamlets, Hackney, Redbridge"
163151766,Sweet Inn,43,3,"Kensington_and_Chelsea, Camden, Westminster"
167324725,The Residences,24,3,"Kensington_and_Chelsea, Westminster, Lambeth"
167345716,Martin,29,3,"Tower_Hamlets, Westminster, Islington"
167604439,Hue,9,3,"Camden, Islington, Kensington_and_Chelsea"
167937848,Zara And Robert,18,3,"Westminster, Camden, Kensington_and_Chelsea"
167998875,Julio,6,3,"Hackney, Wandsworth, Lambeth"
168364544,Italianflat,5,3,"Camden, Hammersmith_and_Fulham, Kensington_and_Chelsea"
170645351,Danilo,9,3,"Westminster, Islington, Camden"
17070353,Andy,3,3,"Lewisham, Southwark, Newham"
170734667,Monica And Daniel,5,3,"Hammersmith_and_Fulham, Kensington_and_Chelsea, Westminster"
17124465,Jakub,7,3,"Westminster, Southwark, Lambeth"
172457906,Q Apartments,10,3,"Hackney, Tower_Hamlets, Kensington_and_Chelsea"
173177138,Mylo Apartments,11,3,"Wandsworth, Lambeth, Tower_Hamlets"
173635808,John,18,3,"Brent, Camden, Islington"
174734234,Thomas,7,3,"Westminster, Camden, Kensington_and_Chelsea"
175535918,Gytis,7,3,"Newham, Camden, Tower_Hamlets"
17653494,Aneel,5,3,"Camden, Southwark, Tower_Hamlets"
17873004,Gabe,6,3,"Islington, Southwark, Camden"
179992254,Maria,6,3,"Westminster, Newham, Tower_Hamlets"
180640377,Robby,12,3,"Westminster, Hammersmith_and_Fulham, Camden"
18238791,Vishnia,3,3,"Kensington_and_Chelsea, Islington, Camden"
182759204,Endrit,6,3,"Westminster, Tower_Hamlets, Kensington_and_Chelsea"
1839548,Giovanni,6,3,"Westminster, Lambeth, Camden"
185136424,Nadezhda,5,3,"Hammersmith_and_Fulham, Ealing, Hounslow"
185898036,Flavio,3,3,"Camden, Tower_Hamlets, Westminster"
186619379,Funda,3,3,"Islington, Greenwich, Redbridge"
188667364,Liana,3,3,"Brent, Islington, Westminster"
189613018,Melissa And Lauren,3,3,"Ealing, Brent, Kensington_and_Chelsea"
189689748,S,4,3,"Kensington_and_Chelsea, Westminster, Barnet"
190233321,Santa,9,3,"Ealing, Kensington_and_Chelsea, Hammersmith_and_Fulham"
190444894,Ben,3,3,"Lewisham, Camden, Lambeth"
194033700,One Thirty,14,3,"Westminster, Barnet, Kensington_and_Chelsea"
1952411,Nadine,3,3,"Lambeth, Bromley, Lewisham"
1953872,Minya,11,3,"Tower_Hamlets, Wandsworth, Islington"
19646173,Parash,3,3,"Hackney, Islington, Barnet"
197259230,Claudea,3,3,"Lewisham, Lambeth, Southwark"
198973007,Abu,3,3,"Newham, Tower_Hamlets, Southwark"
199043747,Jusna,6,3,"Lambeth, Bromley, Southwark"
199459956,Rich,3,3,"Westminster, Southwark, Waltham_Forest"
20344572,Anna,15,3,"Kensington_and_Chelsea, Hammersmith_and_Fulham, Westminster"
2036946,Francesco,15,3,"Westminster, Kensington_and_Chelsea, Camden"
204281901,Samson,6,3,"Camden, Croydon, Westminster"
204698446,Sam,12,3,"Hillingdon, Kensington_and_Chelsea, Westminster"
2065219,Christina,5,3,"Southwark, Lambeth, Newham"
2074840,Ocky,17,3,"Camden, Islington, City_of_London"
20770834,Praveen,11,3,"Haringey, Islington, Hackney"
210120236,Sarifah,25,3,"Hammersmith_and_Fulham, Westminster, Newham"
211806676,Hamid,28,3,"Westminster, Hammersmith_and_Fulham, Newham"
21200437,Vadims,3,3,"Hammersmith_and_Fulham, Kensington_and_Chelsea, Wandsworth"
214770913,Olly & Alicja,6,3,"Hackney, Islington, Tower_Hamlets"
215526453,Dana,5,3,"Westminster, Ealing, Tower_Hamlets"
215647812,Laura,4,3,"Islington, City_of_London, Hackney"
2157755,Lime Street,26,3,"Westminster, Kensington_and_Chelsea, Camden"
217269501,K,3,3,"Greenwich, Southwark, Tower_Hamlets"
217609865,Nello,5,3,"Hammersmith_and_Fulham, Westminster, Camden"
219196044,Nicole & James,4,3,"Westminster, Kensington_and_Chelsea, Camden"
219430283,Katie & Jan,23,3,"Westminster, Camden, Brent"
219631041,Cordelia And Hettie,9,3,"Westminster, Kensington_and_Chelsea, Hammersmith_and_Fulham"
219827538,Louise And Tom,3,3,"Hammersmith_and_Fulham, Kensington_and_Chelsea, Greenwich"
220114219,Sabbir,5,3,"Tower_Hamlets, Lambeth, Westminster"
221350472,London,14,3,"Wandsworth, Westminster, Kensington_and_Chelsea"
222105340,Merve,15,3,"Hackney, Islington, Westminster"
223778348,Elena,8,3,"Islington, Southwark, Westminster"
225012695,Cosmos,9,3,"Islington, Hackney, Camden"
227297499,Milana,3,3,"City_of_London, Tower_Hamlets, Kensington_and_Chelsea"
228095684,Yashar,4,3,"Barnet, Westminster, Brent"
228928499,Beatrix,39,3,"Kensington_and_Chelsea, Westminster, Camden"
229700663,Diana,5,3,"Kensington_and_Chelsea, Camden, Islington"
230467636,Abu,4,3,"Southwark, Tower_Hamlets, Newham"
230550142,Kaveyah,3,3,"Wandsworth, Lambeth, Richmond_upon_Thames"
231077412,Rachel,16,3,"Kensington_and_Chelsea, Westminster, Hammersmith_and_Fulham"
2331446,Obi,43,3,"Hammersmith_and_Fulham, Westminster, Tower_Hamlets"
235205889,Nadezhda,3,3,"Hammersmith_and_Fulham, Kensington_and_Chelsea, Wandsworth"
235631301,Emily,3,3,"Islington, Greenwich, Southwark"
237329906,Soly,8,3,"Westminster, Camden, Kensington_and_Chelsea"
238281121,Ghada,33,3,"Westminster, Kensington_and_Chelsea, Camden"
2419758,Zoe And Tracy,5,3,"Haringey, Westminster, Camden"
244331544,Uwa,7,3,"City_of_London, Westminster, Tower_Hamlets"
244673112,Robin And Joseph,5,3,"Lambeth, Kensington_and_Chelsea, Westminster"
2499048,John,10,3,"Tower_Hamlets, Lambeth, Camden"
250766988,Jenna,8,3,"Hammersmith_and_Fulham, Camden, Westminster"
251122776,Hamz,3,3,"Kensington_and_Chelsea, Westminster, Southwark"
2525777,Gareth And Marina,3,3,"Islington, Westminster, Richmond_upon_Thames"
253250962,Kim,3,3,"Westminster, Wandsworth, Croydon"
255364774,Richard,3,3,"Merton, Greenwich, Hammersmith_and_Fulham"
255675,Peter And Jenny,4,3,"Westminster, Camden, Lambeth"
25727709,West End,32,3,"Westminster, Camden, Kensington_and_Chelsea"
258580205,Sverrir & Vesta,10,3,"Westminster, Kensington_and_Chelsea, Hammersmith_and_Fulham"
259537380,Deena,8,3,"Barnet, Haringey, Islington"
261517094,Syed,4,3,"Barnet, Brent, Camden"
261559313,Victoria,30,3,"Islington, Hackney, Tower_Hamlets"
261982904,Jorge,13,3,"Tower_Hamlets, Haringey, Brent"
263211779,Kim,3,3,"Hillingdon, Brent, Westminster"
263909734,Charlotte,4,3,"Hounslow, Wandsworth, Lambeth"
265006671,Jr,7,3,"Westminster, Hammersmith_and_Fulham, Tower_Hamlets"
26724380,Ash,4,3,"Kensington_and_Chelsea, Camden, City_of_London"
268520254,Ruben,8,3,"Tower_Hamlets, Greenwich, Newham"
2746573,Leon,6,3,"Westminster, Southwark, Camden"
28750646,M2 Property,14,3,"Kensington_and_Chelsea, Westminster, Hammersmith_and_Fulham"
2924579,Rob,3,3,"Southwark, Camden, Westminster"
29886167,Tracy,9,3,"Westminster, Camden, Kensington_and_Chelsea"
30682134,Ori & Dana,12,3,"Westminster, Camden, Kensington_and_Chelsea"
3155639,Marcus,4,3,"Camden, Westminster, Kensington_and_Chelsea"
32056798,Anton,23,3,"Wandsworth, Kensington_and_Chelsea, Lambeth"
321917,Patrick,4,3,"Islington, Tower_Hamlets, Camden"
3326097,Ira,18,3,"Lambeth, Westminster, Camden"
3327423,Tom,4,3,"Hammersmith_and_Fulham, Kensington_and_Chelsea, Westminster"
34207317,Pamela Sterling,9,3,"Lambeth, Southwark, Westminster"
34416383,Muriel,4,3,"Kensington_and_Chelsea, Westminster, Barnet"
35424755,C & P,30,3,"Hounslow, Hillingdon, Kensington_and_Chelsea"
35638143,Robert,3,3,"Southwark, Lambeth, Wandsworth"
36126550,Jordan,40,3,"Westminster, Hammersmith_and_Fulham, Newham"
36873235,Shadi,3,3,"Islington, Camden, Hackney"
3809876,Alessandra,20,3,"Kensington_and_Chelsea, Hammersmith_and_Fulham, Westminster"
38907468,Rooz,3,3,"Camden, Brent, Westminster"
39799654,City Stay,17,3,"Camden, Hackney, Tower_Hamlets"
3998265,Francesco,4,3,"Kensington_and_Chelsea, Southwark, Hackney"
41200507,Marcella,3,3,"Brent, Merton, Camden"
42227304,Rosana,3,3,"Hackney, Westminster, Kensington_and_Chelsea"
42401122,Cheikh,7,3,"Camden, Westminster, Islington"
431902,Andreea,13,3,"Westminster, Camden, Kensington_and_Chelsea"
43754868,Silvia,12,3,"Haringey, Camden, Islington"
44239887,Ahmed,8,3,"Westminster, Kensington_and_Chelsea, Lambeth"
445273,Denise,3,3,"Islington, Hackney, Lambeth"
44734831,Simon,3,3,"Hammersmith_and_Fulham, Westminster, Camden"
4531267,Sean,5,3,"Kensington_and_Chelsea, Camden, Westminster"
4595575,"Agne, Auste & Yannick",9,3,"Newham, Tower_Hamlets, Redbridge"
460272,Antonia Clare,5,3,"Westminster, Southwark, Lambeth"
467692,Sue,6,3,"Tower_Hamlets, Brent, Camden"
47362142,Roman,9,3,"Westminster, Wandsworth, Kensington_and_Chelsea"
47459455,Marco,12,3,"Westminster, Camden, Lambeth"
48225748,Fernanda & Family,30,3,"Islington, Camden, Kensington_and_Chelsea"
48854001,Jeffrey,3,3,"Camden, Hackney, Westminster"
48861995,Protem,9,3,"City_of_London, Southwark, Tower_Hamlets"
493497,Clive,5,3,"Camden, Islington, Southwark"
50112313,Alex,10,3,"Hammersmith_and_Fulham, Westminster, Kensington_and_Chelsea"
5046349,Harvey Wong,6,3,"Westminster, Southwark, Lambeth"
51305689,FantasticStay,3,3,"Westminster, Lambeth, City_of_London"
51439158,Roxy,23,3,"Westminster, Croydon, Camden"
52038584,Stefan,3,3,"Hounslow, Lewisham, Lambeth"
5222355,Nadine,4,3,"Islington, Camden, Kensington_and_Chelsea"
52779918,Jim,15,3,"Westminster, Camden, Islington"
53308425,Claire,26,3,"Westminster, Kensington_and_Chelsea, Camden"
5352830,Caio & Louise,7,3,"Camden, Westminster, City_of_London"
54111075,Abdulrahman,4,3,"Westminster, Camden, Brent"
5436552,Michael,4,3,"Camden, Tower_Hamlets, Kensington_and_Chelsea"
5473088,John,3,3,"Tower_Hamlets, Westminster, City_of_London"
55105447,Marcello,3,3,"Hackney, Haringey, Islington"
57989340,Gareth,52,3,"Westminster, Brent, Barnet"
58341371,Elin,5,3,"Kensington_and_Chelsea, Westminster, Merton"
5835171,Vic,4,3,"Lambeth, Wandsworth, Camden"
58672229,Matt,13,3,"City_of_London, Camden, Westminster"
5910284,Gerda,5,3,"Islington, Camden, Hackney"
59310710,Angelos,4,3,"Hammersmith_and_Fulham, Westminster, Kensington_and_Chelsea"
60095830,Masha,3,3,"Croydon, Westminster, Islington"
60151108,Anya,3,3,"Hackney, Hammersmith_and_Fulham, Islington"
61407694,Marco Claudio,8,3,"Kensington_and_Chelsea, Westminster, Hammersmith_and_Fulham"
6144655,Szilvi,9,3,"Camden, Westminster, Kensington_and_Chelsea"
62967279,Milo,14,3,"Barnet, Newham, Tower_Hamlets"
63091616,Fabio,20,3,"Kensington_and_Chelsea, Hammersmith_and_Fulham, Westminster"
632948,Nicholas,4,3,"Islington, Camden, Hammersmith_and_Fulham"
64202899,Susan,7,3,"Brent, Westminster, Hackney"
6498776,Jash,4,3,"Lewisham, Southwark, Islington"
65040257,Megan,11,3,"Camden, Westminster, Brent"
65734498,Ezequiel,6,3,"Hackney, Westminster, Camden"
67500800,Maria I,3,3,"Merton, Newham, Tower_Hamlets"
68713681,Gledy,8,3,"Hackney, Kensington_and_Chelsea, Tower_Hamlets"
68923490,London Super Hosts,11,3,"Wandsworth, Kensington_and_Chelsea, Westminster"
74192216,Alex,8,3,"Westminster, Kensington_and_Chelsea, Wandsworth"
762736,Lydia,5,3,"Lewisham, Southwark, Croydon"
7644180,Manik,8,3,"Lambeth, Southwark, Bromley"
77700183,Ati,6,3,"Lewisham, Tower_Hamlets, Southwark"
777801,Alex,3,3,"Lambeth, Islington, Greenwich"
7876672,Justin,8,3,"Lambeth, Westminster, Tower_Hamlets"
7922860,Andrew,10,3,"Kensington_and_Chelsea, Hammersmith_and_Fulham, Newham"
8006332,Sian,6,3,"Southwark, Westminster, Lambeth"
80425840,Alison,3,3,"Hammersmith_and_Fulham, Kensington_and_Chelsea, Richmond_upon_Thames"
83958637,Carlos,6,3,"Camden, Islington, Enfield"
84410810,Ali,4,3,"Westminster, Hackney, Camden"
8484725,IRoom-UK,6,3,"Waltham_Forest, Newham, Hackney"
8690046,A & Y,5,3,"Hackney, City_of_London, Camden"
9241022,Richard,10,3,"Kensington_and_Chelsea, Westminster, Camden"
92935351,Black Square,3,3,"Kensington_and_Chelsea, Camden, Lambeth"
94679515,Helen,10,3,"Southwark, City_of_London, Westminster"
96036854,Dainius,3,3,"Lambeth, Westminster, Kensington_and_Chelsea"
96569915,Tee & Jay,7,3,"Islington, Tower_Hamlets, Camden"
9783157,Marco,5,3,"Hammersmith_and_Fulham, Westminster, Tower_Hamlets"
99038064,Oasis,6,3,"Tower_Hamlets, Kensington_and_Chelsea, Westminster"
99987717,YourHouseLondon,12,3,"Southwark, Wandsworth, Tower_Hamlets"
100028453,PML Apartments,10,2,"Westminster, Kensington_and_Chelsea"
10022147,Diana,2,2,"Kensington_and_Chelsea, Westminster"
10032879,Sanjay,15,2,"Kensington_and_Chelsea, Hammersmith_and_Fulham"
100534638,Carl,4,2,"Southwark, Lewisham"
100625154,Tharidu,4,2,"Camden, Westminster"
10119865,Naomii,2,2,"Camden, Westminster"
10199318,Victoria,2,2,"Kensington_and_Chelsea, Hammersmith_and_Fulham"
10207220,Katie,3,2,"Hammersmith_and_Fulham, Lambeth"
102127106,Katerina,2,2,"Lambeth, Kensington_and_Chelsea"
102195444,Bjoern And Fil,3,2,"Camden, Westminster"
1027094,Lynne,2,2,"Tower_Hamlets, Islington"
102838303,Nick,4,2,"Kensington_and_Chelsea, Westminster"
10290477,Britt,2,2,"Lambeth, Hammersmith_and_Fulham"
10302218,Pearl,2,2,"Haringey, Camden"
10321483,Jaime,5,2,"Brent, Hammersmith_and_Fulham"
103671863,Sandra,5,2,"Camden, Islington"
103674102,Jane,3,2,"Tower_Hamlets, Harrow"
10370524,Lj,17,2,"Westminster, Camden"
10431475,Dani,2,2,"Camden, Brent"
10450966,Pantelis,2,2,"Camden, Westminster"
104762551,Saif,3,2,"Redbridge, Lambeth"
104771301,Emily,9,2,"Westminster, Hammersmith_and_Fulham"
104778872,Evelina,3,2,"Westminster, Kensington_and_Chelsea"
10505514,Gilles,2,2,"Wandsworth, Hammersmith_and_Fulham"
10511615,Kian,3,2,"Islington, Hackney"
10538721,Faisal,2,2,"Lambeth, Camden"
105497450,Simon And Sonia,2,2,"Westminster, Kensington_and_Chelsea"
105518461,Ori,2,2,"Westminster, Camden"
10562022,Antonella,5,2,"Camden, Westminster"
105758752,Ibrahim,4,2,"Wandsworth, Westminster"
105908099,Ayden,2,2,"Camden, Islington"
105923378,Amit & Jean,2,2,"Camden, Westminster"
105943673,Priya And Davinder,6,2,"Kensington_and_Chelsea, Hammersmith_and_Fulham"
10673524,Milena,2,2,"City_of_London, Islington"
106991354,Kevin,2,2,"Islington, Enfield"
107125873,Supreme,2,2,"Wandsworth, Hackney"
107143170,Florinda,4,2,"Camden, Westminster"
10724585,Preethi,2,2,"Tower_Hamlets, Southwark"
107639360,Hristina,15,2,"Lewisham, Southwark"
107689134,Pavlina,3,2,"Westminster, Newham"
10797574,Hannah,2,2,"Hammersmith_and_Fulham, Ealing"
108000178,Alessio,5,2,"Camden, Hackney"
108128775,Klara,2,2,"Southwark, Lambeth"
10895641,Nicky,2,2,"Lewisham, Southwark"
109613892,Clara & Errol,3,2,"Islington, Waltham_Forest"
10982624,Sarah,3,2,"Westminster, Kensington_and_Chelsea"
110034443,Pj,2,2,"Newham, Tower_Hamlets"
110157947,Jay,3,2,"Lambeth, Southwark"
110653225,David,2,2,"Ealing, Hammersmith_and_Fulham"
110789326,Eduardo,2,2,"City_of_London, Westminster"
11088597,Lauren,7,2,"Islington, Hackney"
110980809,Elsie,3,2,"Lambeth, Greenwich"
111291126,Alice,89,2,"Tower_Hamlets, Hackney"
112185686,Jerry,4,2,"Westminster, Tower_Hamlets"
1123328,Edward,2,2,"Kensington_and_Chelsea, Wandsworth"
11249260,Joe,2,2,"Lambeth, Hackney"
11263398,Jamie,3,2,"Waltham_Forest, Hackney"
112837420,Chanelle,8,2,"Tower_Hamlets, Newham"
